id deudor,Fecha carga DL,operation_id,amount,payment_method,anual_sales_volume,mean_time,invoice_mean_val,entity_type,relationship_years,creation_date,payment_date,city,industry,result
172,2022-08-20,172,2979.0,'transferencia bancaria',51000,60 días,Entre USD 1000 y USD 5000,persona natural,2,2022-08-10,2023-09-05,23.0,17.0,Aceptada
173,2021-06-16,173,39825.0,'transferencia bancaria',793000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2021-06-06,2021-07-08,8.0,4.0,Aceptada
174,2022-05-27,174,4049.0,'transferencia bancaria',32000,60 días,Entre USD 1000 y USD 5000,persona jurídica,9,2022-05-17,2023-01-12,20.0,12.0,Rechazada
175,2022-06-22,175,31657.98,'cheque',835000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-06-12,2022-08-27,19.0,4.0,Rechazada
176,2022-04-17,176,33193.0,'cheque',657000,120 días,Más de USD 100000,persona jurídica,5,2022-04-07,2022-04-17,5.0,2.0,Aceptada
177,2022-03-21,177,9010.0,'transferencia bancaria',188000,30 días,Entre USD 5000 y USD 20000,persona natural,3,2022-03-11,2022-08-12,14.0,11.0,Rechazada
178,2021-06-07,178,3726.0,'transferencia bancaria',68000,90 días,Menos de USD 1000,persona jurídica,6,2021-05-28,2021-12-22,16.0,13.0,Rechazada
179,2022-08-20,179,29664.11,'transferencia bancaria',749000,120 días,Más de USD 100000,persona jurídica,9,2022-08-10,2023-01-01,9.0,16.0,Aceptada
180,2022-06-07,180,25280.55,'transferencia bancaria',626000,90 días,Entre USD 5000 y USD 20000,persona natural,3,2022-05-28,2022-09-13,9.0,12.0,Rechazada
181,2022-03-06,181,10983.0,'cheque',221000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-02-24,2022-03-24,4.0,7.0,Aceptada
182,2022-04-01,182,7614.12,'transferencia bancaria',68000,90 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-03-22,2022-07-20,10.0,12.0,Aceptada
183,2022-04-28,183,29552.0,'transferencia bancaria',188000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-04-18,2022-07-07,8.0,10.0,Rechazada
184,2022-05-14,184,3669.1,'cheque',86000,60 días,Entre USD 1000 y USD 5000,persona jurídica,9,2022-05-04,2022-10-13,9.0,18.0,Aceptada
185,2021-06-08,185,16345.0,'transferencia bancaria',103000,30 días,Entre USD 20000 y USD 100000,persona natural,2,2021-05-29,2021-08-09,8.0,9.0,Rechazada
186,2022-04-25,186,10888.0,'cheque',229000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-04-15,2023-03-17,21.0,16.0,Rechazada
187,2022-05-25,187,6742.0,'cheque',118000,90 días,Entre USD 1000 y USD 5000,persona natural,2,2022-05-15,2022-05-21,3.0,2.0,Aceptada
1,2022-01-26,188,14858.0,'cheque',241000,30 días,Entre USD 1000 y USD 5000,persona natural,1,2022-01-16,2022-02-27,21.0,2.0,Rechazada
189,2021-06-25,189,26519.52,'transferencia bancaria',624000,90 días,Entre USD 20000 y USD 100000,persona natural,3,2021-06-15,2022-02-01,21.0,11.0,Rechazada
190,2022-07-22,190,19446.84,'cheque',360000,30 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-07-12,2022-11-01,14.0,8.0,Rechazada
191,2022-05-22,191,25309.52,'transferencia bancaria',512000,60 días,Más de USD 100000,persona natural,4,2022-05-12,2023-03-12,19.0,16.0,Aceptada
192,2022-01-20,192,7852.97,'transferencia bancaria',58000,120 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-10,2022-03-05,3.0,18.0,Rechazada
193,2022-03-26,193,33647.0,'transferencia bancaria',653000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-03-16,2022-06-04,20.0,4.0,Aceptada
194,2022-04-07,194,28583.52,'transferencia bancaria',350000,30 días,Entre USD 5000 y USD 20000,persona natural,3,2022-03-28,2022-06-06,7.0,10.0,Aceptada
1,2022-04-20,195,15556.98,'transferencia bancaria',300000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-04-10,2022-10-07,18.0,10.0,Aceptada
5,2022-06-06,196,13168.0,'cheque',352000,60 días,Entre USD 5000 y USD 20000,persona natural,1,2022-05-27,2022-08-25,18.0,5.0,Aceptada
197,2022-05-30,197,21887.0,'cheque',398000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-05-20,2022-06-01,3.0,4.0,Rechazada
198,2022-01-18,198,13510.0,'cheque',317000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-08,2022-03-29,8.0,10.0,Aceptada
6,2022-04-17,199,36366.0,'cheque',933000,30 días,Más de USD 100000,persona natural,1,2022-04-07,2022-04-25,9.0,2.0,Rechazada
200,2022-03-04,200,16320.41,'cheque',146000,90 días,Entre USD 1000 y USD 5000,persona natural,3,2022-02-22,2022-12-23,16.0,19.0,Rechazada
201,2022-05-07,201,20371.0,'transferencia bancaria',471000,120 días,Más de USD 100000,persona jurídica,6,2022-04-27,2022-07-05,23.0,3.0,Aceptada
202,2022-08-13,202,31608.99,'transferencia bancaria',486000,90 días,Más de USD 100000,persona natural,2,2022-08-03,2022-08-23,10.0,2.0,Aceptada
203,2022-08-13,203,31160.4,'transferencia bancaria',243000,120 días,Más de USD 100000,persona natural,2,2022-08-03,2022-11-07,6.0,16.0,Aceptada
204,2022-05-17,204,5429.0,'transferencia bancaria',53000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-05-07,2022-09-04,15.0,8.0,Aceptada
205,2022-07-30,205,369.0,'cheque',7000,120 días,Menos de USD 1000,persona jurídica,4,2022-07-20,2022-10-24,12.0,8.0,Aceptada
206,2022-02-08,206,18052.76,'transferencia bancaria',300000,90 días,Entre USD 20000 y USD 100000,persona jurídica,5,2022-01-29,2023-01-21,21.0,17.0,Rechazada
207,2022-07-21,207,5973.0,'transferencia bancaria',41000,90 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-07-11,2022-11-23,9.0,15.0,Aceptada
208,2022-05-01,208,246.0,'transferencia bancaria',6000,60 días,Menos de USD 1000,persona jurídica,10,2022-04-21,2023-02-15,20.0,15.0,Rechazada
209,2022-07-22,209,1458.9,'transferencia bancaria',23000,60 días,Menos de USD 1000,persona jurídica,7,2022-07-12,2022-07-24,12.0,1.0,Aceptada
210,2022-08-04,210,36917.0,'transferencia bancaria',975000,90 días,Entre USD 5000 y USD 20000,persona natural,2,2022-07-25,2022-11-22,8.0,15.0,Rechazada
211,2022-01-31,211,34221.24,'cheque',420000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-21,2022-04-01,5.0,14.0,Aceptada
212,2022-08-22,212,37422.0,'cheque',452000,120 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-08-12,2022-10-29,6.0,13.0,Aceptada
213,2022-06-23,213,37168.87,'cheque',863000,60 días,Más de USD 100000,persona jurídica,9,2022-06-13,2022-08-16,16.0,4.0,Rechazada
214,2022-02-14,214,35907.72,'transferencia bancaria',775000,120 días,Entre USD 5000 y USD 20000,persona natural,4,2022-02-04,2022-06-20,17.0,8.0,Rechazada
215,2022-03-26,215,36950.36,'transferencia bancaria',866000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-03-16,2022-03-25,1.0,9.0,Rechazada
216,2022-02-06,216,16110.0,'cheque',220000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-27,2022-09-24,15.0,16.0,Rechazada
217,2022-02-04,217,25189.87,'cheque',629000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-25,2022-04-05,14.0,5.0,Aceptada
218,2022-06-07,218,14791.0,'cheque',304000,120 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-28,2022-07-07,20.0,2.0,Aceptada
5,2022-06-13,219,22567.0,'cheque',471000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-06-03,2022-09-01,18.0,5.0,Aceptada
220,2022-08-24,220,37239.0,'cheque',470000,120 días,Más de USD 100000,persona jurídica,10,2022-08-14,2023-01-23,9.0,18.0,Aceptada
221,2022-02-06,221,14132.4,'cheque',240000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-01-27,2022-02-18,11.0,2.0,Aceptada
222,2022-07-03,222,5870.4,'transferencia bancaria',135000,60 días,Entre USD 1000 y USD 5000,persona natural,4,2022-06-23,2022-08-13,3.0,17.0,Aceptada
223,2022-08-16,223,39712.25,'transferencia bancaria',361000,120 días,Más de USD 100000,persona jurídica,9,2022-08-06,2022-09-02,3.0,9.0,Aceptada
224,2022-01-16,224,4163.0,'cheque',89000,30 días,Entre USD 5000 y USD 20000,persona natural,3,2022-01-06,2022-07-01,16.0,11.0,Rechazada
225,2022-03-08,225,18375.0,'cheque',287000,30 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-02-26,2022-08-01,12.0,13.0,Aceptada
2,2022-01-07,226,10904.38,'cheque',124000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2021-12-28,2022-04-11,13.0,8.0,Aceptada
227,2022-01-27,227,14349.0,'cheque',256000,60 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-17,2022-02-02,8.0,2.0,Aceptada
228,2022-03-06,228,21132.35,'transferencia bancaria',480000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-02-24,2022-04-25,15.0,4.0,Aceptada
229,2022-06-24,229,20143.0,'transferencia bancaria',325000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-06-14,2022-10-24,12.0,11.0,Aceptada
230,2022-04-16,230,7469.0,'transferencia bancaria',131000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-04-06,2022-10-21,18.0,11.0,Aceptada
231,2021-06-30,231,89600.0,'transferencia bancaria',1235000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2021-06-20,2021-09-04,19.0,4.0,Aceptada
232,2022-08-31,232,24758.0,'transferencia bancaria',459000,120 días,Más de USD 100000,persona jurídica,5,2022-08-21,2022-09-05,1.0,15.0,Aceptada
233,2022-08-14,233,39565.97,'transferencia bancaria',895000,120 días,Entre USD 5000 y USD 20000,persona natural,4,2022-08-04,2022-11-12,20.0,5.0,Aceptada
234,2022-03-22,234,7608.0,'cheque',91000,90 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-03-12,2022-06-16,16.0,6.0,Rechazada
235,2022-04-03,235,6784.0,'cheque',118000,90 días,Entre USD 20000 y USD 100000,persona natural,3,2022-03-24,2022-05-13,10.0,5.0,Rechazada
236,2022-06-26,236,14611.0,'cheque',295000,90 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-06-16,2022-12-13,18.0,10.0,Aceptada
237,2022-07-18,237,5653.5,'transferencia bancaria',145000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-07-08,2022-08-13,9.0,4.0,Aceptada
238,2021-06-24,238,2859.68,'transferencia bancaria',18000,90 días,Menos de USD 1000,persona jurídica,4,2021-06-14,2021-10-06,6.0,19.0,Aceptada
239,2022-01-20,239,18259.59,'cheque',236000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-10,2022-01-22,12.0,1.0,Aceptada
240,2022-08-23,240,29016.85,'cheque',376000,30 días,Entre USD 20000 y USD 100000,persona natural,2,2022-08-13,2022-08-16,3.0,1.0,Rechazada
241,2022-06-27,241,3029.25,'cheque',20000,120 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-06-17,2023-05-06,17.0,19.0,Rechazada
242,2022-03-27,242,21386.0,'transferencia bancaria',546000,90 días,Más de USD 100000,persona natural,2,2022-03-17,2022-03-30,1.0,13.0,Rechazada
243,2022-07-16,243,24176.17,'transferencia bancaria',200000,90 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-07-06,2022-07-17,11.0,1.0,Rechazada
5,2022-06-27,244,28441.81,'transferencia bancaria',291000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-06-17,2023-07-02,20.0,19.0,Rechazada
245,2022-05-27,245,5836.0,'transferencia bancaria',116000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-05-17,2022-05-27,1.0,10.0,Aceptada
246,2021-06-02,246,17146.0,'cheque',120000,120 días,Entre USD 20000 y USD 100000,persona jurídica,7,2021-05-23,2021-07-04,7.0,6.0,Aceptada
247,2022-07-07,247,34368.73,'transferencia bancaria',300000,120 días,Más de USD 100000,persona jurídica,9,2022-06-27,2022-08-08,14.0,3.0,Aceptada
248,2022-01-08,248,27710.51,'transferencia bancaria',677000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2021-12-29,2022-02-07,20.0,2.0,Rechazada
6,2022-02-17,249,33221.13,'cheque',324000,60 días,Más de USD 100000,persona natural,1,2022-02-07,2022-07-25,21.0,8.0,Rechazada
6,2022-05-04,250,24726.0,'cheque',294000,90 días,Más de USD 100000,persona natural,1,2022-04-24,2022-09-14,13.0,11.0,Rechazada
251,2021-06-18,251,39459.6,'cheque',835000,120 días,Más de USD 100000,persona jurídica,7,2021-06-08,2021-06-29,21.0,1.0,Aceptada
252,2022-06-18,252,39776.0,'cheque',278000,120 días,Entre USD 5000 y USD 20000,persona natural,3,2022-06-08,2022-09-21,21.0,5.0,Aceptada
253,2021-06-28,253,20111.0,'transferencia bancaria',372000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2021-06-18,2021-06-24,3.0,2.0,Rechazada
6,2021-06-04,254,30882.0,'cheque',755000,90 días,Más de USD 100000,persona natural,1,2021-05-25,2021-06-13,1.0,19.0,Aceptada
255,2022-08-01,255,14356.0,'cheque',278000,30 días,Entre USD 20000 y USD 100000,persona natural,5,2022-07-22,2022-08-21,15.0,2.0,Aceptada
256,2022-02-14,256,14489.47,'transferencia bancaria',323000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-02-04,2022-07-07,17.0,9.0,Aceptada
257,2022-03-07,257,23237.0,'cheque',225000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-02-25,2022-03-18,3.0,7.0,Aceptada
2,2022-08-16,258,9598.0,'cheque',68000,120 días,Entre USD 20000 y USD 100000,persona jurídica,1,2022-08-06,2022-11-06,23.0,4.0,Aceptada
259,2022-04-13,259,2791.13,'transferencia bancaria',38000,60 días,Entre USD 5000 y USD 20000,persona natural,4,2022-04-03,2022-04-27,8.0,3.0,Rechazada
260,2022-03-04,260,18517.4,'cheque',125000,30 días,Entre USD 20000 y USD 100000,persona jurídica,9,2022-02-22,2022-05-23,10.0,9.0,Rechazada
7,2022-05-15,261,3767.21,'cheque',82000,60 días,Menos de USD 1000,persona natural,1,2022-05-05,2022-06-29,11.0,5.0,Rechazada
6,2021-06-27,262,26726.0,'cheque',607000,120 días,Más de USD 100000,persona natural,1,2021-06-17,2022-01-24,17.0,13.0,Aceptada
263,2022-07-27,263,10004.0,'transferencia bancaria',201000,90 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-07-17,2022-09-27,8.0,9.0,Rechazada
264,2022-08-25,264,8046.0,'cheque',137000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-08-15,2022-11-03,8.0,10.0,Aceptada
265,2022-07-15,265,16273.42,'transferencia bancaria',304000,90 días,Entre USD 5000 y USD 20000,persona natural,2,2022-07-05,2022-09-27,14.0,6.0,Aceptada
7,2022-03-25,266,491.0,'cheque',12000,60 días,Menos de USD 1000,persona jurídica,1,2022-03-15,2022-08-22,16.0,10.0,Aceptada
267,2022-03-17,267,21084.0,'transferencia bancaria',564000,60 días,Entre USD 5000 y USD 20000,persona natural,4,2022-03-07,2022-03-31,3.0,8.0,Aceptada
268,2022-05-30,268,9040.0,'cheque',92000,90 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-05-20,2022-08-04,19.0,4.0,Aceptada
269,2021-06-17,269,37996.0,'cheque',469000,30 días,Más de USD 100000,persona natural,3,2021-06-07,2022-01-01,16.0,13.0,Aceptada
270,2022-06-22,270,3206.0,'cheque',58000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-06-12,2022-06-24,3.0,4.0,Rechazada
271,2022-05-15,271,5694.94,'cheque',54000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-05-05,2023-04-10,20.0,17.0,Rechazada
272,2022-01-30,272,28659.47,'transferencia bancaria',509000,30 días,Entre USD 5000 y USD 20000,persona natural,2,2022-01-20,2022-03-27,22.0,3.0,Aceptada
273,2021-06-03,273,3576.0,'cheque',93000,120 días,Entre USD 1000 y USD 5000,persona jurídica,8,2021-05-24,2021-08-22,10.0,9.0,Aceptada
6,2022-02-16,274,34619.31,'transferencia bancaria',517000,120 días,Más de USD 100000,persona natural,1,2022-02-06,2022-02-16,1.0,10.0,Rechazada
275,2022-05-07,275,23313.0,'cheque',489000,60 días,Más de USD 100000,persona jurídica,9,2022-04-27,2022-05-06,3.0,3.0,Aceptada
276,2022-08-17,276,7837.0,'transferencia bancaria',58000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-08-07,2023-01-15,23.0,7.0,Rechazada
277,2022-03-02,277,35699.39,'transferencia bancaria',293000,90 días,Entre USD 5000 y USD 20000,persona natural,4,2022-02-20,2022-08-07,21.0,8.0,Aceptada
1,2022-08-07,278,18154.69,'transferencia bancaria',232000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-07-28,2023-02-22,19.0,11.0,Aceptada
279,2022-05-22,279,28933.0,'cheque',639000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-05-12,2022-05-22,10.0,1.0,Rechazada
280,2022-05-16,280,34233.72,'cheque',483000,30 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-06,2022-07-20,15.0,5.0,Aceptada
281,2022-02-03,281,18987.1,'cheque',130000,90 días,Entre USD 1000 y USD 5000,persona natural,3,2022-01-24,2022-02-11,2.0,9.0,Aceptada
282,2021-06-22,282,17107.0,'transferencia bancaria',355000,60 días,Entre USD 1000 y USD 5000,persona jurídica,9,2021-06-12,2021-11-27,12.0,14.0,Rechazada
283,2022-05-07,283,13919.11,'transferencia bancaria',109000,60 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-27,2022-05-07,5.0,2.0,Aceptada
284,2022-06-02,284,26643.79,'cheque',356000,90 días,Entre USD 5000 y USD 20000,persona natural,3,2022-05-23,2022-07-30,17.0,4.0,Rechazada
285,2022-03-25,285,27914.0,'cheque',238000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-03-15,2023-05-26,23.0,19.0,Rechazada
286,2022-01-15,286,14816.0,'transferencia bancaria',280000,60 días,Entre USD 1000 y USD 5000,persona natural,5,2022-01-05,2023-01-14,22.0,17.0,Aceptada
287,2022-06-13,287,25870.36,'cheque',568000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-03,2022-06-04,1.0,1.0,Rechazada
288,2022-07-06,288,10704.0,'transferencia bancaria',219000,120 días,Entre USD 5000 y USD 20000,persona natural,5,2022-06-26,2022-07-02,6.0,1.0,Rechazada
289,2022-07-20,289,22240.0,'cheque',525000,90 días,Más de USD 100000,persona jurídica,7,2022-07-10,2022-08-05,13.0,2.0,Aceptada
290,2022-01-26,290,7980.0,'cheque',173000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-01-16,2022-04-30,8.0,13.0,Rechazada
291,2022-07-07,291,29501.0,'cheque',566000,60 días,Entre USD 20000 y USD 100000,persona natural,2,2022-06-27,2022-09-15,20.0,4.0,Rechazada
292,2022-04-28,292,21685.23,'cheque',352000,120 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-18,2022-06-22,13.0,5.0,Aceptada
293,2021-06-13,293,8790.0,'cheque',127000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2021-06-03,2022-02-10,14.0,18.0,Rechazada
294,2022-05-27,294,32427.35,'transferencia bancaria',481000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-05-17,2022-12-13,15.0,14.0,Rechazada
295,2022-07-02,295,19956.0,'transferencia bancaria',201000,30 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-06-22,2022-07-24,4.0,8.0,Aceptada
5,2022-01-17,296,22249.42,'cheque',348000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-07,2022-02-18,21.0,2.0,Aceptada
297,2022-04-20,297,31736.68,'transferencia bancaria',780000,120 días,Entre USD 5000 y USD 20000,persona natural,2,2022-04-10,2023-01-07,16.0,17.0,Rechazada
298,2021-06-27,298,29961.0,'cheque',343000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2021-06-17,2021-08-20,16.0,4.0,Rechazada
299,2022-06-03,299,2397.0,'cheque',34000,30 días,Menos de USD 1000,persona jurídica,10,2022-05-24,2022-11-05,15.0,11.0,Rechazada
300,2021-06-05,1,18714.0,'cheque',391000,90 días,Entre USD 5000 y USD 20000,persona natural,5,2021-05-26,2021-11-22,20.0,9.0,En remate
301,2021-06-27,17,6666.29,'cheque',177000,30 días,Entre USD 5000 y USD 20000,persona jurídica,7,2021-06-17,2021-07-07,10.0,2.0,En remate
302,2021-06-05,25,8019.0,'cheque',80000,30 días,Entre USD 1000 y USD 5000,persona natural,5,2021-05-26,2021-07-09,11.0,4.0,En remate
303,2021-06-28,30,30352.0,'cheque',207000,120 días,Entre USD 20000 y USD 100000,persona jurídica,5,2021-06-18,2021-09-06,8.0,10.0,En remate
304,2021-06-02,39,10742.0,'transferencia bancaria',285000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2021-05-23,2022-07-11,23.0,18.0,En remate
305,2021-06-07,84,18358.0,'cheque',223000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2021-05-28,2021-06-21,2.0,12.0,En remate
306,2021-06-27,95,19463.0,'cheque',384000,90 días,Entre USD 20000 y USD 100000,persona natural,3,2021-06-17,2021-12-14,18.0,10.0,En remate
2,2021-06-07,108,38121.0,'cheque',582000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2021-05-28,2022-02-07,15.0,17.0,En remate
308,2021-06-02,128,17538.0,'cheque',292000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2021-05-23,2021-07-30,4.0,17.0,En remate
309,2021-06-07,140,4675.0,'transferencia bancaria',113000,90 días,Menos de USD 1000,persona jurídica,5,2021-05-28,2021-09-17,16.0,7.0,En remate
310,2021-06-27,167,10284.0,'transferencia bancaria',240000,90 días,Entre USD 1000 y USD 5000,persona jurídica,7,2021-06-17,2021-07-03,8.0,2.0,En remate
311,2021-06-17,173,39825.0,'transferencia bancaria',793000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2021-06-07,2021-07-09,8.0,4.0,En remate
312,2021-06-29,231,89600.0,'transferencia bancaria',1235000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2021-06-19,2021-09-03,19.0,4.0,En remate
313,2021-06-25,238,2859.68,'transferencia bancaria',18000,90 días,Menos de USD 1000,persona jurídica,4,2021-06-15,2021-10-07,6.0,19.0,En remate
314,2021-06-03,246,17146.0,'cheque',120000,120 días,Entre USD 20000 y USD 100000,persona jurídica,7,2021-05-24,2021-07-05,7.0,6.0,En remate
315,2021-06-17,251,39459.6,'cheque',835000,120 días,Más de USD 100000,persona jurídica,7,2021-06-07,2021-06-28,21.0,1.0,En remate
6,2021-06-05,254,30882.0,'cheque',755000,90 días,Más de USD 100000,persona natural,1,2021-05-26,2021-06-14,1.0,19.0,En remate
6,2021-06-28,262,26726.0,'cheque',607000,120 días,Más de USD 100000,persona natural,1,2021-06-18,2022-01-25,17.0,13.0,En remate
318,2021-06-18,269,37996.0,'cheque',469000,30 días,Más de USD 100000,persona natural,3,2021-06-08,2022-01-02,16.0,13.0,En remate
319,2021-06-04,273,3576.0,'cheque',93000,120 días,Entre USD 1000 y USD 5000,persona jurídica,8,2021-05-25,2021-08-23,10.0,9.0,En remate
320,2021-06-06,1,18714.0,'cheque',391000,90 días,Entre USD 5000 y USD 20000,persona natural,5,2021-05-27,2021-11-23,20.0,9.0,Avance
321,2021-06-28,17,6666.29,'cheque',177000,30 días,Entre USD 5000 y USD 20000,persona jurídica,7,2021-06-18,2021-07-08,10.0,2.0,Avance
322,2021-06-06,25,8019.0,'cheque',80000,30 días,Entre USD 1000 y USD 5000,persona natural,5,2021-05-27,2021-07-10,11.0,4.0,Avance
323,2021-06-27,30,30352.0,'cheque',207000,120 días,Entre USD 20000 y USD 100000,persona jurídica,5,2021-06-17,2021-09-05,8.0,10.0,Avance
324,2021-06-03,39,10742.0,'transferencia bancaria',285000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2021-05-24,2022-07-12,23.0,18.0,Avance
325,2021-06-02,84,18358.0,'cheque',223000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2021-05-23,2021-06-16,2.0,12.0,Avance
326,2021-06-30,95,19463.0,'cheque',384000,90 días,Entre USD 20000 y USD 100000,persona natural,3,2021-06-20,2021-12-17,18.0,10.0,Avance
2,2021-06-02,108,38121.0,'cheque',582000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2021-05-23,2022-02-02,15.0,17.0,Avance
328,2021-06-03,128,17538.0,'cheque',292000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2021-05-24,2021-07-31,4.0,17.0,Avance
329,2021-06-08,140,4675.0,'transferencia bancaria',113000,90 días,Menos de USD 1000,persona jurídica,5,2021-05-29,2021-09-18,16.0,7.0,Avance
330,2021-06-28,167,10284.0,'transferencia bancaria',240000,90 días,Entre USD 1000 y USD 5000,persona jurídica,7,2021-06-18,2021-07-04,8.0,2.0,Avance
331,2021-06-18,173,39825.0,'transferencia bancaria',793000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2021-06-08,2021-07-10,8.0,4.0,Avance
332,2022-01-01,231,89600.0,'transferencia bancaria',1235000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2021-12-22,2022-03-08,19.0,4.0,Avance
333,2021-06-26,238,2859.68,'transferencia bancaria',18000,90 días,Menos de USD 1000,persona jurídica,4,2021-06-16,2021-10-08,6.0,19.0,Avance
334,2021-06-04,246,17146.0,'cheque',120000,120 días,Entre USD 20000 y USD 100000,persona jurídica,7,2021-05-25,2021-07-06,7.0,6.0,Avance
335,2021-06-20,251,39459.6,'cheque',835000,120 días,Más de USD 100000,persona jurídica,7,2021-06-10,2021-07-01,21.0,1.0,Avance
6,2021-06-06,254,30882.0,'cheque',755000,90 días,Más de USD 100000,persona natural,1,2021-05-27,2021-06-15,1.0,19.0,Avance
6,2021-06-27,262,26726.0,'cheque',607000,120 días,Más de USD 100000,persona natural,1,2021-06-17,2022-01-24,17.0,13.0,Avance
338,2021-06-17,269,37996.0,'cheque',469000,30 días,Más de USD 100000,persona natural,3,2021-06-07,2022-01-01,16.0,13.0,Avance
339,2021-06-05,273,3576.0,'cheque',93000,120 días,Entre USD 1000 y USD 5000,persona jurídica,8,2021-05-26,2021-08-24,10.0,9.0,Avance
340,2022-02-14,1,18714.0,'cheque',391000,90 días,Entre USD 5000 y USD 20000,persona natural,5,2022-02-04,2022-08-03,20.0,9.0,Pagada
341,2022-02-18,17,6666.29,'cheque',177000,30 días,Entre USD 5000 y USD 20000,persona jurídica,7,2022-02-08,2022-02-28,10.0,2.0,Pagada
342,2022-01-27,25,8019.0,'cheque',80000,30 días,Entre USD 1000 y USD 5000,persona natural,5,2022-01-17,2022-03-02,11.0,4.0,Pagada
343,2022-02-16,30,30352.0,'cheque',207000,120 días,Entre USD 20000 y USD 100000,persona jurídica,5,2022-02-06,2022-04-27,8.0,10.0,Pagada
344,2022-04-07,39,10742.0,'transferencia bancaria',285000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-03-28,2023-05-16,23.0,18.0,Cobranza
